#{"t_start": 1773677719.898279, "env_id": "None"}
r,l,t
-0.541491,7,381.663266
-0.613113,7,381.678858
-0.562408,7,381.694136
-0.543951,7,381.709013
-0.532743,7,381.726864
-0.607329,7,381.742338
-0.653351,7,381.757627
-0.629799,7,381.772644
-0.609127,7,381.78758
-0.638792,7,381.796367
-0.648263,7,381.80412
-0.536058,7,381.812864
-0.573405,7,381.820612
-0.539947,7,381.83086
-0.561919,7,381.844194
-0.562088,7,381.860645
-0.632127,7,381.875975
-0.538353,7,381.890925
-0.463306,7,381.905877
-0.529658,7,381.920757
-0.48911,7,381.933066
-0.530262,7,381.941556
-0.572702,7,381.95069
-0.458296,7,381.961248
-0.518997,7,381.969514
-0.566156,7,381.985424
-0.549538,7,382.000485
-0.619143,7,382.015392
-0.654611,7,382.025737
-0.784911,7,382.033629
-0.44475,7,382.042636
-0.620817,7,382.052082
-0.534373,7,382.062788
-0.530957,7,382.071908
-0.520768,7,382.08763
-0.609779,7,382.103025
-0.504526,7,382.118163
-0.532919,7,382.133141
-0.515792,7,382.148041
-0.536946,7,382.16288
-0.556885,7,382.175915
-0.581219,7,382.18598
-0.606631,7,382.20173
-0.583624,7,382.214489
-0.533255,7,382.229607
-0.473229,7,382.244581
-0.557477,7,382.259436
-0.51801,7,382.275489
-0.524874,7,382.283279
-0.51335,7,382.29537
-0.53406,7,382.308185
-0.542699,7,382.315935
-0.548846,7,382.326854
-0.650127,7,382.342084
-0.456008,7,382.356829
-0.532979,7,382.36637
-0.649859,7,382.375998
-0.548352,7,382.388878
-0.555619,7,382.39885
-0.648174,7,382.414774
-0.47093,7,382.426648
-0.544974,7,382.434685
-0.488615,7,382.444691
-0.633417,7,382.452796
-0.480216,7,382.466417
-0.567475,7,382.481699
-0.539814,7,382.496694
-0.756346,7,382.510785
-0.506834,7,382.518751
-0.656832,7,382.534854
-0.593932,7,382.545918
-0.486038,7,382.556444
-0.581051,7,382.571477
-0.544182,7,382.580921
-0.5092,7,382.59014
-0.596415,7,382.607243
-0.449289,7,382.615614
-0.592573,7,382.628169
-0.559248,7,382.643359
-0.726282,7,382.658375
-0.502974,7,382.673314
-0.551115,7,382.689017
-0.500914,7,382.703427
-0.527058,7,382.712953
-0.671063,7,382.723748
-0.572992,7,382.731714
-0.594652,7,382.746495
-0.611351,7,382.761431
-0.600102,7,382.776361
-0.583512,7,382.78953
-0.610996,7,382.798912
-0.593562,7,382.808402
-0.613118,7,382.817763
-0.601464,7,382.83017
-0.465596,7,382.843043
-0.463937,7,382.857502
-0.53202,7,382.865611
-0.50864,7,382.8768
-0.586066,7,382.891657
-0.486373,7,382.907001
-0.516117,7,382.915079
-0.618113,7,382.923214
-0.542044,7,382.931198
-0.633211,7,382.942065
-0.589545,7,382.951451
-0.585642,7,382.968201
-0.60785,7,382.983434
-0.632496,7,382.998699
-0.508964,7,383.013623
-0.522404,7,383.026132
-0.556684,7,383.03412
-0.475342,7,383.044446
-0.592732,7,383.05246
-0.649957,7,383.068198
-0.488062,7,383.083584
-0.601094,7,383.098844
-0.525336,7,383.109725
-0.597271,7,383.117726
-0.598631,7,383.129787
-0.588342,7,383.14473
-0.558539,7,383.159292
-0.552297,7,383.167307
-0.569486,7,383.182833
-0.529589,7,383.198121
-0.566458,7,383.213075
-0.535457,7,383.228065
-0.489623,7,383.243047
-0.535806,7,383.257879
-0.552035,7,383.273256
-0.610746,7,383.281027
-0.489414,7,383.293654
-0.530305,7,383.308972
-0.497434,7,383.323969
-0.529698,7,383.339233
-0.52014,7,383.354414
-0.60872,7,383.369283
-0.507748,7,383.378244
-0.528717,7,383.385969
-0.51108,7,383.39632
-0.570991,7,383.407262
-0.606119,7,383.422512
-0.640922,7,383.437481
-0.654757,7,383.452434
-0.580977,7,383.467463
-0.544568,7,383.482434
-0.63565,7,383.49727
-0.566705,7,383.509629
-0.511031,7,383.517385
-0.52862,7,383.529117
-0.566421,7,383.538197
-0.448769,7,383.553288
-0.575607,7,383.568177
-0.541625,7,383.583117
-0.474411,7,383.597939
-0.451145,7,383.611519
-0.542332,7,383.619272
-0.612007,7,383.631453
-0.451517,7,383.6408
-0.51291,7,383.655858
-0.570486,7,383.670774
-0.601584,7,383.685787
-0.466992,7,383.700705
-0.504882,7,383.712339
-0.572905,7,383.723265
-0.640105,7,383.732498
-0.469468,7,383.742865
-0.499544,7,383.757268
-0.525253,7,383.772589
-0.622397,7,383.781092
-0.503059,7,383.789912
-0.701722,7,383.804991
-0.507221,7,383.819835
-0.499582,7,383.83112
-0.529323,7,383.841279
-0.474756,7,383.856363
-0.523056,7,383.87175
-0.554452,7,383.886867
-0.566722,7,383.902364
-0.582438,7,383.911791
-0.595988,7,383.921146
-0.502516,7,383.935774
-0.615898,7,383.948103
-0.598764,7,383.960302
-0.552143,7,383.975774
-0.500898,7,383.991296
-0.724378,7,384.006408
-0.517364,7,384.021122
-0.588968,7,384.029689
-0.59503,7,384.038031
-0.601231,7,384.047352
-0.503976,7,384.060156
-0.466199,7,384.06962
-0.535864,7,384.081321
-0.506028,7,384.089499
-0.572608,7,384.105094
-0.498672,7,384.120332
-0.462848,7,384.136001
-0.613058,7,384.145732
-0.529005,7,384.153867
-0.5347,7,384.164135
-0.494398,7,384.174217
-0.526938,7,384.189379
-0.629272,7,384.204757
-0.491893,7,384.219812
-0.557163,7,384.235085
-0.552325,7,384.24607
-0.600341,7,384.257415
-0.553974,7,384.275223
-0.621635,7,384.291399
-0.556244,7,384.302675
-0.578249,7,384.316998
-0.478067,7,384.328474
-0.67307,7,384.338249
-0.450123,7,384.346582
-0.595723,7,384.354616
-0.540685,7,384.364129
-0.604336,7,384.3736
-0.680275,7,384.383048
-0.50141,7,384.394654
-0.485961,7,384.407017
-0.498176,7,384.422639
-0.506477,7,384.437805
-0.61149,7,384.452868
-0.52326,7,384.467915
-0.605128,7,384.482777
-0.614394,7,384.496684
-0.523003,7,384.533094
-0.610213,7,384.552678
-0.487781,7,384.56828
-0.531517,7,384.577241
-0.478197,7,384.585457
-0.502838,7,384.594901
-0.508194,7,384.607049
-0.557188,7,384.61559
-0.615431,7,384.629265
-0.697233,7,384.645367
-0.453768,7,384.660562
-0.537107,7,384.673671
-0.493959,7,384.683181
-0.597627,7,384.696248
-0.549254,7,384.711689
-0.553913,7,384.72568
-0.566209,7,384.73368
-0.541274,7,384.749007
-0.581163,7,384.764953
-0.57113,7,384.780527
-0.460871,7,384.796169
-0.526876,7,384.808698
-0.538231,7,384.818221
-0.579189,7,384.827657
-0.605427,7,384.838825
-0.567904,7,384.847828
-0.530093,7,384.862671
-0.756461,7,384.878267
-0.550856,7,384.893356
-0.967384,7,384.908562
-0.487048,7,384.922341
-0.558232,7,384.931488
-0.522712,7,384.943204
-0.435011,7,384.950968
-0.513219,7,384.965028
-0.50657,7,384.980316
-0.641913,7,384.995355
-0.572961,7,385.010345
-0.609383,7,385.025248
-0.481,7,385.040201
-0.67506,7,385.04945
-0.500165,7,385.062561
-0.510846,7,385.074573
-0.499871,7,385.089922
-0.498591,7,385.104839
-0.47328,7,385.11974
-0.54265,7,385.129816
-0.489227,7,385.139292
-0.528701,7,385.148741
-0.484688,7,385.158374
-0.615858,7,385.167732
-0.678162,7,385.184891
-0.521603,7,385.200808
-0.515462,7,385.215942
-0.561314,7,385.230875
-0.56188,7,385.245776
-0.549759,7,393.875012
-0.646519,7,393.889837
-0.608095,7,393.899476
-0.494173,7,393.912788
-0.617937,7,393.923206
-0.547412,7,393.932734
-0.547836,7,393.947753
-0.683801,7,393.964663
-0.465927,7,393.981027
-0.523698,7,393.996435
-0.544979,7,394.012435
-0.562856,7,394.025117
-0.553935,7,394.034863
-0.584132,7,394.049177
-0.650085,7,394.061414
-0.514669,7,394.070023
-0.659857,7,394.083759
-0.609094,7,394.097487
-0.589429,7,394.113267
-0.588147,7,394.129292
-0.529372,7,394.144908
-0.575138,7,394.160357
-0.612051,7,394.176775
-0.605823,7,394.184958
-0.492441,7,394.201203
-0.561458,7,394.2167
-0.463321,7,394.231751
-0.532558,7,394.246693
-0.467517,7,394.261949
-0.521045,7,394.276791
-0.606838,7,394.291632
-0.574016,7,394.299588
-0.507967,7,394.314157
-0.667908,7,394.326902
-0.521289,7,394.336144
-0.638416,7,394.350396
-0.676604,7,394.36593
-0.462064,7,394.381524
-0.577793,7,394.400166
-0.608112,7,394.415542
-0.585389,7,394.431411
-0.660746,7,394.446353
-0.579664,7,394.461403
-0.572194,7,394.476345
-0.639217,7,394.491205
-0.644602,7,394.507516
-0.559579,7,394.51533
-0.544364,7,394.528197
-0.556441,7,394.543564
-0.493707,7,394.558664
-0.562693,7,394.574064
-0.619392,7,394.58844
-0.566562,7,394.59766
-0.57178,7,394.609256
-0.546851,7,394.624019
-0.604335,7,394.631863
-0.684135,7,394.645512
-0.550731,7,394.660961
-0.551474,7,394.676201
-0.617796,7,394.691281
-0.544922,7,394.706248
-0.509639,7,394.723306
-0.520668,7,394.732119
-0.716103,7,394.745932
-0.546277,7,394.760995
-0.528468,7,394.775898
-0.512343,7,394.790856
-0.594921,7,394.8057
-0.608454,7,394.820658
-0.567287,7,394.828652
-0.482664,7,394.839639
-0.612555,7,394.847597
-0.545145,7,394.891836
-0.610472,7,394.901698
-0.512741,7,394.916692
-0.656874,7,394.928276
-0.592778,7,394.938094
-0.517578,7,394.947913
-0.584502,7,394.963981
-0.60887,7,394.980946
-0.605699,7,394.996753
-0.598508,7,395.012343
-0.561279,7,395.027945
-0.558543,7,395.043725
-0.55282,7,395.060011
-0.504549,7,395.068092
-0.581537,7,395.083795
-0.611762,7,395.095306
-0.494705,7,395.105573
-0.555172,7,395.121602
-0.562075,7,395.129885
-0.525413,7,395.138512
-0.617084,7,395.154119
-0.638429,7,395.170962
-0.615487,7,395.180559
-0.52608,7,395.195119
-0.486375,7,395.210954
-0.61489,7,395.226464
-0.543997,7,395.240412
-0.638488,7,395.248401
-0.479525,7,395.257373
-0.490608,7,395.266835
-0.575569,7,395.278831
-0.614741,7,395.287926
-0.47993,7,395.302724
-0.629897,7,395.312667
-0.635512,7,395.322047
-0.52745,7,395.337991
-0.622624,7,395.353075
-0.541235,7,395.368866
-0.470669,7,395.38436
-0.511434,7,395.39628
-0.560835,7,395.406833
-0.552516,7,395.423588
-0.556491,7,395.439547
-0.558002,7,395.454947
-0.449065,7,395.469225
-0.584558,7,395.477271
-0.641671,7,395.485244
-0.458272,7,395.498722
-0.553192,7,395.516526
-0.544008,7,395.53229
-0.544306,7,395.544748
-0.4758,7,395.552721
-0.553821,7,395.566978
-0.804695,7,395.577962
-0.591273,7,395.585888
-0.517204,7,395.59514
-0.505309,7,395.607567
-0.538927,7,395.617182
-0.533342,7,395.631915
-0.489786,7,395.647134
-0.554847,7,395.662766
-0.521758,7,395.677437
-0.534109,7,395.69247
-0.576933,7,395.707361
-0.566978,7,395.725219
-0.618401,7,395.740955
-0.600985,7,395.756163
-0.456424,7,395.766696
-0.61755,7,395.777736
-0.581316,7,395.787463
-0.635451,7,395.797017
-0.584414,7,395.806747
-0.505304,7,395.821868
-0.563966,7,395.830147
-0.578962,7,395.841133
-0.559005,7,395.849271
-0.583943,7,395.858676
-0.596569,7,395.874788--0.54556,7,395.890381
-0.479952,7,395.905561--0.462862,7,395.920671--0.536746,7,395.936004--0.608404,7,395.945535--0.585797,7,395.956493--0.551125,7,395.966153--0.588213,7,395.978248--0.524333,7,395.986219--0.589885,7,395.994836--0.552531,7,396.002805-0-0.736713,7,396.01742-0.-0.494789,7,396.03261-0.-0.450978,7,396.04757-0.-0.505522,7,396.06133-0.-0.643572,7,396.06949-0.-0.729859,7,396.08600-0.-0.539333,7,396.101-0.63-0.461444,7,396.116-0.48-0.596954,7,396.131-0.52-0.616649,7,396.146-0.53-0.598617,7,396.15-0.564-0.525053,7,396.16-0.687-0.487588,7,396.1-0.4643-0.552189,7,396.1-0.548-0.588818,7,396.21-0.513-0.514256,7,396.22-0.597-0.442202,7,396.2-0.5462-0.518045,7,396.-0.52326-0.481769,7,396.-0.53821-0.508867,7,396.-0.49282-0.545374,7,396.-0.45305-0.474391,7,396.-0.58722-0.555858,7,396.-0.59272-0.700125,7,396-0.472069-0.569921,7,396-0.560241-0.509925,7,-0.550417,7,-0.599668,7,-0.5808,7,39-0.549221,-0.503083,7,3-0.952498,7-0.55001,7,39-0.541958,-0.517244,7,39-0.530832,-0.583212,7,39-0.568017,-0.489162,7,39-0.607653,-0.532158,7,39-0.562812,-0.477399,7,39-0.629618,-0.578014,7,39-0.573843,-0.587956,7,39-0.559194,-0.56378,7,396-0.568284-0.594608,7,396-0.530803-0.608765,7,396-0.449859-0.582341,7,396-0.54065,-0.615802,7,39-0.64701,7-0.523889,7,3-0.576714,7-0.69182,7,3-0.512913,7-0.462361,7,3-0.55917,7,-0.631248,7,-0.601593,7,-0.50906,7,3-0.510456,7-0.967415,7,3-0.573782,7-0.569788,7,3-0.609289,-0.531674,7,39-0.448227,-0.53081,7,396-0.542518-0.513912,7,396-0.647688-0.540691,7,396-0.56032-0.513267,7,396.-0.64139-0.579294,7,396.-0.5488-0.560956,7,396.8-0.5270-0.943862,7,396.8-0.7531-0.498006,7,396.9-0.6631-0.587579,7,396.9-0.5728-0.678045,7,396.-0.62847-0.614252,7,396.-0.62949-0.6843,7,396.96-0.561-0.600701,7,396.98-0.572-0.520858,7,396.99-0.552-0.497215,7,397.01-0.57-0.608767,7,397.021-0.52-0.561363,7,397.031-0.60-0.502237,7,397.039-0.59-0.667264,7,397.048-0.59-0.615422,7,397.058-0.-0.546448,7,397.07557-0.-0.534799,7,397.0917-0.5-0.559666,7,397.1068-0.6-0.567491,7,397.1219-0.4-0.499747,7,397.137-0.62-0.525944,7,397.-0.61954-0.480746,7,397.-0.5515-0.645491,7,397.-0.59134-0.602604,7,397.-0.66979-0.479625,7,397-0.625665-0.47705,7,397.-0.54798-0.537459,7,397.-0.53088-0.584302,7,397.-0.56132-0.647034,7,397.-0.51848-0.502397,7,397.-0.49776-0.511418,7,397-0.567244-0.534147,7,397-0.496255-0.476348,7,39-0.61465,7-0.535193,7,3-0.498461,7-0.625779,7,3-0.583362,7-0.694119,7,3-0.493194,7-0.565197,7,3-0.518389,7-0.548385,7,3-0.543945,7-0.586866,7,3-0.551793-0.488507,7,397-0.651515-0.635776,7,397-0.456262-0.539009,7,397-0.535891-0.566501,7,39-0.627305,-0.4975,7,397-0.581663-0.53856,7,397.-0.59253-0.601428,7,397.-0.58028-0.505749,7,397-0.714249-0.571575,7,397-0.508659-0.626212,7,39-0.549639,-0.528044,7,39-0.586481,-0.969306,7,39-0.545123,-0.502213,7,39-0.603345,-0.486843,7,39-0.500132,-0.552846,7,39-0.476663,-0.507016,7,3-0.455715,-0.586662,7,39-0.496873,-0.529565,7,39-0.66736,7-0.604373,7,3-0.504103,-0.543787,7,39-0.526981-0.520434,7,397-0.656778-0.571719,7,397-0.573559-0.496234,7,397-0.480975-0.515049,7,397-0.540452-0.683801,7,397-0.515803-0.55191,7,397.-0.47870-0.504822,7,397.-0.6278-0.661592,7,397-0.672214-0.657091,7,397-0.584435-0.642226,7,397-0.594375-0.622248,7,397-0.556367-0.495553,7,397-0.588578-0.602327,7,397-0.573658-0.638764,7,39-0.524056,-0.561788,7,39-0.649932,-0.662413,7,39-0.534547,-0.586241,7,39-0.560149,-0.547695,7,39-0.521088,-0.480827,7,40-0.508849,-0.571795,7,40-0.674964,-0.645462,7,40-0.504603,-0.562874,7,40-0.630266,-0.974221,7,40-0.51481,7-0.540224,7,4-0.453796,7-0.50221,7,40-0.557995,-0.55426,7,406-0.54688,-0.559023,7,4-0.538776,7-0.501657,7,4-0.504117,7-0.552404,7,4-0.548213,-0.566504,7,40-0.526986,-0.467404,7,40-0.698941,-0.510624,7,40-0.572734,-0.564657,7,40-0.495872,-0.574573,7,40-0.677125,-0.667113,7,40-0.513317,-0.582764,7,40-0.574639,-0.544541,7,40-0.485559,-0.622009,7,40-1.095966,-0.582339,7,40-0.51188,7-0.70125,7,40-0.585671,-0.491946,7,40-0.619607,-0.475589,7,40-0.484864,-0.518331,7,40-0.507634-0.579973,7,406-0.546105-0.524308,7,406-0.60617-0.543726,7,406.-0.61346-0.610415,7,406.-0.55787-0.547319,7,406.-0.70773-0.476988,7,406.-0.53596-0.585366,7,406.-0.50657-0.5584,7,406.94-0.551-0.453094,7,406.9-0.4548-0.496599,7,406.9-0.5946-0.628662,7,406.9-0.6319-0.565357,7,406.9-0.4989-0.61069,7,406.99-0.432-0.60444,7,407.005-0.48-0.480608,7,407.019-0.54-0.620448,7,407.035-0.59-0.526012,7,407.050-0.50-0.53292,7,407.0653-0.6-0.594807,7,407.0803-0.5-0.594423,7,407.0918-0.5-0.521071,7,407.1080-0.5-0.529482,7,407.1234-0.5-0.489504,7,407.1358-0.6-0.506293,7,407.1443-0.4-0.679738,7,407.1595-0-0.457992,7,407.174593-0-0.574189,7,407.188956-0-0.646281,7,407.20379-0-0.596057,7,407.221674-0-0.485903,7,407.237459-0-0.603393,7,407.24948--0.577195,7,407.257388--0.575517,7,407.270992--0.604053,7,407.282269--0.66,7,407.290391
-0.600681,7,407.299075
-0.616839,7,407.307057
-0.677547,7,407.317338
-0.495083,7,407.3285
-0.667293,7,407.336564
-0.577736,7,407.347787
-0.549227,7,407.363029--0.608667,7,407.378287--0.596047,7,407.391061--0.566643,7,407.404753--0.6549,7,407.41971
-0.623319,7,407.436824
-0.479161,7,407.452914
-0.613565,7,407.462115
-0.629242,7,407.477429
-0.491559,7,407.492293
-0.633556,7,407.502695
-0.503388,7,407.515063
-0.499743,7,407.530043
-0.583409,7,407.547104
-0.58255,7,407.55652
-0.510149,7,407.569149
-0.601821,7,407.577464
-0.534758,7,407.592606
-0.510936,7,407.607457
-0.646902,7,407.622333
-0.629334,7,407.637305
-0.673189,7,407.652261
-0.475266,7,407.669771
-0.501904,7,407.681443
-0.681618,7,407.696465
-0.528702,7,407.711541
-0.629354,7,407.719468--0.470095,7,407.729301--0.553277,7,407.744025--0.660754,7,407.753238--0.520575,7,407.765057--0.570377,7,407.772793--0.509304,7,407.78705-0-0.545352,7,407.802187-0-0.573736,7,407.814628-0-0.611293,7,407.822515-0-0.553588,7,407.835441-0-0.620606,7,407.847841-0-0.555961,7,407.856962-0-0.501917,7,407.86635-0.-0.549125,7,407.87830-0.-0.506886,7,407.88651-0.-0.533183,7,407.8998-0.5-0.575398,7,407.9151-0.-0.535417,7,407.93052-0.-0.546945,7,407.94456-0.-0.456183,7,407.95248-0-0.56079,7,407.961885--0.527178,7,407.976822--0.615461,7,407.993278--0.477179,7,408.002501--0.473754,7,408.014938--0.506582,7,408.022948--0.493658,7,408.031672--0.503639,7,408.039807-0-0.596303,7,408.053411-0-0.511397,7,408.065425-0-0.544793,7,408.073425-0-0.519509,7,408.086
-0.54951,7,408.103905
-0.574297,7,408.120263
-0.477572,7,408.133084
-0.523662,7,408.142479
-0.486942,7,408.157087--0.637482,7,408.172477--0.594884,7,408.187915-0-0.611076,7,408.202872-0-0.677608,7,408.220788-0-0.553345,7,408.233354-0-0.537884,7,408.241245-0-0.498628,7,408.254678-0-0.512873,7,408.26628-0.-0.607662,7,408.27556-0-0.53196,7,408.284985-0-0.535251,7,408.295268-0-0.602571,7,408.309646-0-0.542047,7,408.31758-0.-0.500753,7,408.32897-0.-0.484351,7,408.3370-0.5-0.499867,7,408.3505-0.5-0.613765,7,408.3659-0.5-0.566792,7,408.38-0.528-0.533873,7,408.39-0.764-0.479794,7,408.4-0.7967-0.626105,7,408.4-0.536-0.61584,7,408.437-0.48-0.65187,7,408.451-0.48-0.526287,7,408.46-0.482-0.595873,7,408.4-0.5192-0.690373,7,408.4-0.5246-0.478823,7,408-0.55542,-0.651732,7,40-0.454192,-0.484932,7,4-0.543042,7-0.592346,7,4-0.565374,7-0.539473,7,4-0.591321,7-0.432839,7,-0.620447,7,-0.525727,-0.611503,7,4-0.740683,7-0.520252,7,4-0.590168,7-0.458972,7,4-0.576574,7-0.458296,7,4-0.534464,7-0.447416,7,4-0.568403,7-0.567665,7,4-0.502875,7-0.571123,7,4-0.607911,-0.535023,7,40-0.542454,-0.5473,7,408.-0.6804,-0.721344,7,40-0.644743-0.547091,7,40-0.507479,-0.652021,7,40-0.482339,-0.499848,7,40-0.581976,-0.631781,7,40-0.62374,7-0.703676,7,4-0.593564,7-0.492396,7,4-0.542183,7-0.507616,7,-0.609032,7,-0.626539,7,-0.599708,7,-0.549908,7,-0.541351,7,-0.494217,7,-0.566905,7,-0.555859,7,-0.712234,7,-0.58741,7,4-0.480291,7-0.590258,7,4-0.57797,7-0.451123,7,4-0.558663,7-0.651687,7,4-0.58251,7,-0.520193,7,-0.546908,7,-0.496904,7,-0.517777,7,-0.607341,7,-0.440163,7,-0.602954,7,-0.540471,7,-0.580622,7,-0.540135,7,-0.516914,7,-0.539666,7,-0.53606,7,-0.574228,7,-0.584246,7-0.53751,7,40-0.490808,-0.659614,7,40-0.52757,7-0.542533,7,4-0.613317,7-0.529487,7,4-1.041086,7-0.487226,7,4-0.750968,7-0.572285,7,4-0.629979,7-0.533021,7,4-0.503425,7-0.541909,7,4-0.558494,7-0.528165,7,4-0.518917,7-0.523055,7,4-0.545533,-0.472489,7,40-0.497041,-0.463632,7,40-0.6294,7,-0.937173,7,-0.563401,7,-0.559991,7,-0.569832,7,-0.55549,7,4-0.474265,7-0.540091,7,4-0.503061,7-0.5769,7,409-0.572443-0.572033,7,409-0.5888-0.563248,7,409.-0.54977-0.513017,7,409-0.579735-0.552092,7,409-0.566852-0.540525,7,409-0.537841-0.614021,7,409-0.574399-0.49944,7,409.-0.50542-0.567964,7,409-0.490612-0.611483,7,409-0.556583-0.558779,7,409-0.668183-0.619551,7,409-0.618505-0.653309,7,409-0.60038,-0.55402,7,409-0.500246-0.560691,7,40-0.466086,-0.453069,7,4-0.549138,7-0.555131,7,4-0.561574,7-0.55467,7,40-0.600455,-0.618473,7,40-0.495436,-0.671079,7,40-0.556513,-0.449629,7,40-0.606372,-0.504597,7,40-0.555012,-0.477419,7,40-0.550091,-0.614661,7,40-0.561951,-0.592032,7,40-0.494789,-0.463462,7,40-0.558914-0.573214,7,40-0.480168,-0.463805,7,40-0.575424,-0.952691,7,40-0.465849,-0.566294,7,40-0.528725,-0.507862,7,40-0.720091,-0.522119,7,40-0.521106,-0.566239,7,40-0.604822,-0.633451,7,4-0.657085,7-0.545864,7,4-0.490976,7-0.799327,7,4-0.537857,7-0.576693,7,4-0.42558,7,-0.513823,7,-0.53786,7,4-0.65119,7,-0.548887,7,-0.558207,7,-0.471265,7,-0.529372,7,-0.448551,7,-0.69571,7,-0.481998,7,-0.500765,7,-0.479724,7,-0.596205-0.504838,7,409-0.487268-0.71147,7,409.-0.51632-0.584926,7,409-0.533896-0.555335,7,409-0.492544-0.563626,7,409-0.981902-0.548049,7,409-0.51771-0.573658,7,409.-0.62047-0.726523,7,409.-0.53608-0.56209,7,409.-0.48419-0.595574,7,409.-0.61807-0.62178,7,409.9-0.5338-0.437644,7,409.9-0.5411-0.477736,7,409.9-0.5280-0.54432,7,409.94-0.569-0.515113,7,409.96-0.745-0.64939,7,409.978-0.66-0.499373,7,409.99-0.487-0.647102,7,410.00-0.539-0.536994,7,410.01-0.606-0.540252,7,410.0-0.5512-0.580739,7,410.0-0.590-0.527677,7,410.04-0.583-0.546562,7,410.05-0.535-0.529922,7,410.06-0.60-0.569926,7,410.07-0.571-0.569675,7,410.09-0.515-0.592408,7,410.11-0.691-0.543599,7,410.1-0.54-0.578154,7,410.134-0.52-0.945609,7,410.144-0.6-0.494523,7,410.1547-0.5-0.611497,7,410.1698-0.4-0.50484,7,410.18464-0.-0.625677,7,410.1945-0.5-0.553754,7,410.2071-0.9-0.978875,7,410.2226-1.0-0.503727,7,410.2384-0.5-0.600937,7,410.2469-0.5-0.550265,7,418.7441-0.5-0.583556,7,418.7524-0.5-0.646537,7,418.7620-0.6-0.553032,7,418.7715-0.5-0.559888,7,418.7808-0.5-0.512321,7,418.7922-0.4-0.580421,7,418.8028-0-0.53616,7,418.814144--0.501809,7,418.826233--0.599877,7,418.84087
-0.628477,7,418.856063
-0.542785,7,418.871045
-0.567164,7,418.887318
-0.453492,7,418.895252
-0.478828,7,418.906147
-0.595035,7,418.921508
-0.533761,7,418.936523
-0.547516,7,418.951454
-0.635281,7,418.961164
-0.623788,7,418.969473
-0.636351,7,418.978673
-0.735353,7,418.99142
-0.506384,7,419.00772
-0.593111,7,419.023816
-0.645231,7,419.038842
-0.653766,7,419.053847
-0.674179,7,419.062253
-0.647881,7,419.070767
-0.549572,7,419.085976--0.585074,7,419.093962--0.627494,7,419.104739--0.607133,7,419.112633--0.511542,7,419.125606--0.663718,7,419.140744--0.579743,7,419.155507--0.563654,7,419.170082-0-0.524055,7,419.179371-0-0.542662,7,419.188499-0-0.640068,7,419.19769-0-0.605045,7,419.210273-0-0.532185,7,419.226285-0-0.56045,7,419.234039--0.565493,7,419.244714--0.691417,7,419.25263
-0.616918,7,419.267821
-0.573704,7,419.282748
-0.475258,7,419.297376
